Z,N,symbol, jp, half_life [s], unc, decay, decay %, unc, decay, decay %, unc, decay, decay %, unc
0,1,n,1/2+,613.9,0.6,B-,100,,,,,,,
0,4,n,0+,1.75E-22,0,,,,,,,,,
0,6,n,,,,,,,,,,,,
1,0,H,1/2+,,,,,,,,,,,
1,1,H,1+,,,,,,,,,,,
1,2,H,1/2+,388781328,631138.5195,B-,100,,,,,,,
1,3,H,2-,,,N,100,,,,,,,
1,4,H,(1/2+),8.61E-23,6.50E-24,2N,100,,,,,,,
1,5,H,,2.94E-22,8.36E-23,,,,,,,,,
1,6,H,(1/2+),5.07E-21,2.82E-20,,,,,,,,,
2,1,He,1/2+,,,,,,,,,,,
2,2,He,0+,,,,,,,,,,,
2,3,He,3/2-,7.04E-22,0,N,,,,,,,,
2,4,He,0+,0.8067,0.0015,B-,100,,,,,,,
2,5,He,(3/2)-,3.04E-21,4.06E-22,N,,,,,,,,
2,6,He,0+,0.1191,0.0012,B-,100,,B-N,16,1,,,
2,7,He,1/2+,,,N,100,,,,,,,
2,8,He,(0+),1.52E-21,1.01E-21,N,100,,,,,,,
3,1,Li,2-,,,P,100,,,,,,,
3,2,Li,3/2-,3.71E-22,0,P,,,,,,,,
3,3,Li,1+,,,,,,,,,,,
3,4,Li,3/2-,,,,,,,,,,,
3,5,Li,2+,0.8399,0.0009,B-,100,,B-A,100,,,,
3,6,Li,3/2-,0.1783,0.0004,B-,100,,B-N,50.8,0.2,,,
3,7,Li,(1- 2-),,,N,100,,,,,,,
3,8,Li,3/2-,0.00875,0.00014,B-,100,,B-N,,,,,
3,9,Li,(1- 2-),,,N,100,,,,,,,
4,2,Be,0+,4.96E-21,3.23E-22,A,100,,2P,100,,,,
4,3,Be,3/2-,4598208,5184,EC,100,,,,,,,
4,4,Be,0+,8.19E-17,3.68E-18,A,100,,,,,,,
4,5,Be,3/2-,,,,,,,,,,,
4,6,Be,0+,4.77E+13,1.26E+12,B-,100,,,,,,,
4,7,Be,1/2+,13.76,0.07,B-,100,,B-A,3.1,,B-P,0.00083,
4,8,Be,0+,0.02146,0.00005,B-,100,,B-N,0.5,0.03,,,
4,9,Be,(1/2-),2.70E-21,1.80E-21,N,,,,,,,,
4,10,Be,,0.00435,0.00017,B-,100,,B-N,81,4,B-2N,5,2
4,11,Be,(5/2+),7.87E-22,2.71E-22,N,100,,,,,,,
4,12,Be,0+,5.70E-22,1.43E-22,N,100,,,,,,,
5,2,B,(3/2-),5.70E-22,1.42E-23,P,100,,,,,,,
5,3,B,2+,0.77,0.003,EC+B+,100,,B+A,100,,,,
5,4,B,3/2-,8.45E-19,3.29E-19,P,100,,,,,,,
5,5,B,3+,,,,,,,,,,,
5,6,B,3/2-,,,,,,,,,,,
5,7,B,1+,0.0202,0.00002,B-,100,,B-A,0.6,0.02,,,
5,8,B,3/2-,0.01733,0.00017,B-,100,,B-N,0.286,,,,
5,9,B,2-,0.0125,0.0005,B-,100,,B-N,6.1,,,,
5,10,B,,0.00993,0.00007,B-,100,,B-N,99.68,,,,
5,11,B,,4.56E-21,0,N,100,,,,,,,
5,12,B,(3/2-),0.00508,0.00005,B-,100,,B-N,63,1,B-2N,11,7
5,13,B,(2-),,,N,100,,,,,,,
5,14,B,3/2-,0.00292,0.00013,B-,100,,B-N,71.8,,B-2N,16,
5,15,B,(1- 2-),9.12E-22,0,N,100,,,,,,,
5,16,B,(3/2-),7.60E-22,0,2N,100,,,,,,,
6,2,C,0+,3.51E-21,1.35E-21,2P,100,,,,,,,
6,3,C,3/2-,0.1265,0.001,EC+B+,100,,B+P,62,1.9,B+A,37.9,5.8
6,4,C,0+,19.29,0.012,EC+B+,100,,,,,,,
6,5,C,3/2-,1221.84,0.84,EC+B+,100,,,,,,,
6,6,C,0+,,,,,,,,,,,
6,7,C,1/2-,,,,,,,,,,,
6,8,C,0+,1.80E+11,946707779.2,B-,100,,,,,,,
6,9,C,1/2+,2.449,0.005,B-,100,,,,,,,
6,10,C,0+,0.747,0.008,B-,100,,B-N,99,0.3,,,
6,11,C,3/2+,0.193,0.006,B-,100,,B-N,26,1.8,,,
6,12,C,0+,0.092,0.002,B-,100,,B-N,31.5,1.5,,,
6,13,C,(1/2+),0.0463,0.004,B-,100,,B-N,47,3,B-2N,7,3
6,14,C,0+,0.0163,0.00375,B-,100,,B-N,65,18,B-2N,18.6,
6,16,C,0+,0.0061,0.0013,B-,100,,B-N,61,,B-2N,37,
7,3,N,(1-),1.82E-22,1.28E-22,P,100,,,,,,,
7,4,N,1/2+,5.50E-22,1.99E-23,P,100,,,,,,,
7,5,N,1+,0.011,0.000016,EC+B+,100,,B+A,1.93,0.04,,,
7,6,N,1/2-,597.9,0.24,EC+B+,100,,,,,,,
7,7,N,1+,,,,,,,,,,,
7,8,N,1/2-,,,,,,,,,,,
7,9,N,2-,7.13,0.02,B-,100,,B-A,0.0012,0.0005,,,
7,10,N,1/2-,4.173,0.004,B-,100,,B-N,95.1,0.7,B-A,0.0025,
7,11,N,1-,0.619,0.002,B-,100,,B-A,12.2,0.6,B-N,12,1.3
7,12,N,1/2-,0.336,0.003,B-,100,,B-N,41.8,0.9,,,
7,13,N,(2-),0.1344,0.0037,B-,100,,B-N,42.9,1.4,,,
7,14,N,(1/2-),0.084,0.007,B-,100,,B-N,86,4,,,
7,15,N,(0-),0.023,0.003,B-,100,,B-N,34,3,B-2N,12,3
7,16,N,,0.0141,0.00125,B-,100,,B-N,42,6,B-2N,8,4
7,17,N,,0.000000052,,N,,,,,,,,
8,3,O,(3/2-),3.51E-22,0,2P,100,,,,,,,
8,4,O,0+,6.34E-21,0,2P,100,,,,,,,
8,5,O,(3/2-),0.00858,0.00005,EC+B+,100,,B+P,100,,,,
8,6,O,0+,70.606,0.018,EC+B+,100,,,,,,,
8,7,O,1/2-,122.24,0.16,EC+B+,100,,,,,,,
8,8,O,0+,,,,,,,,,,,
8,9,O,5/2+,,,,,,,,,,,
8,10,O,0+,,,,,,,,,,,
8,11,O,5/2+,26.88,0.05,B-,100,,,,,,,
8,12,O,0+,13.51,0.05,B-,100,,,,,,,
8,13,O,(5/2+),3.42,0.1,B-,100,,,,,,,
8,14,O,0+,2.25,0.09,B-,100,,B-N,22,,,,
8,15,O,1/2+,0.097,0.008,B-,100,,B-N,7,2,,,
8,16,O,0+,0.072,0.005,B-,100,,B-N,42,5,,,
8,17,O,,,,N,100,,,,,,,
8,18,O,0+,4.50E-12,3.30E-12,2N,100,,,,,,,
9,5,F,2-,5.01E-22,5.51E-23,,,,,,,,,
9,6,F,1/2+,6.91E-22,2.09E-23,P,100,,,,,,,
9,7,F,0-,1.14E-20,5.70E-21,P,100,,,,,,,
9,8,F,5/2+,64.49,0.16,EC+B+,100,,,,,,,
9,9,F,1+,6586.2,3,EC+B+,100,,,,,,,
9,10,F,1/2+,,,,,,,,,,,
9,11,F,2+,11.07,0.06,B-,100,,,,,,,
9,12,F,5/2+,4.158,0.02,B-,100,,,,,,,
9,13,F,(4+),4.23,0.04,B-,100,,B-N,11,,,,
9,14,F,(5/2+),2.23,0.14,B-,100,,B-N,14,,,,
9,15,F,(3+),0.382,0.016,B-,100,,B-N,5.9,,,,
9,16,F,5/2+,0.08,0.009,B-,100,,B-N,23.1,4.5,,,
9,17,F,1+,0.0082,0.0009,B-,100,,B-N,13.5,4,,,
9,18,F,(5/2+),0.005,0.0002,B-,100,,B-N,77,21,,,
9,19,F,,4.60E-20,,N,100,,,,,,,
9,20,F,,0.0025,0.0003,B-,100,,B-N,100,80,,,
9,21,F,,,,N,,,,,,,,
9,22,F,,,,B-,100,,B-N,,,B-7N,,
10,5,Ne,(3/2-),7.73E-22,0,2P,100,,,,,,,
10,6,Ne,0+,5.70E-21,0,2P,100,,,,,,,
10,7,Ne,1/2-,0.1092,0.0006,EC+B+,100,,ECP,95.2,4.6,ECA,2.77,0.19
10,8,Ne,0+,1.672,0.008,EC+B+,100,,,,,,,
10,9,Ne,1/2+,17.22,0.02,EC+B+,100,,,,,,,
10,10,Ne,0+,,,,,,,,,,,
10,11,Ne,3/2+,,,,,,,,,,,
10,12,Ne,0+,,,,,,,,,,,
10,13,Ne,5/2+,37.25,0.1,B-,100,,,,,,,
10,14,Ne,0+,202.8,1.2,B-,100,,,,,,,
10,15,Ne,1/2+,0.602,0.008,B-,100,,,,,,,
10,16,Ne,0+,0.197,0.002,B-,100,,B-N,0.13,0.03,,,
10,17,Ne,(3/2+),0.0315,0.0013,B-,100,,B-N,2,0.5,,,
10,18,Ne,0+,0.02,0.001,B-,100,,B-N,12,1,B-2N,3.7,0.5
10,19,Ne,(3/2+),0.015,0.003,B-,100,,B-N,28,5,B-2N,4,1
10,20,Ne,0+,0.0073,0.0003,B-,100,,B-N,13,4,B-2N,8.9,2.3
10,21,Ne,(3/2-),0.0034,0.0008,B-,100,,B-2N,,,B-3N,,
10,22,Ne,0+,0.0035,0.0009,B-,100,,B-N,,,,,
10,23,Ne,,0.00000018,,N,,,,,,,,
10,24,Ne,0+,0.00000006,,B-,,,B-N,,,B-2N,,
11,6,Na,(1/2+),,,,,,,,,,,
11,7,Na,(1)-,2.28E-21,0,P,100,,,,,,,
11,8,Na,(5/2+),1.14E-20,0,P,100,,,,,,,
11,9,Na,2+,0.4479,0.0023,EC,100,,ECA,20.05,0.2,,,
11,10,Na,3/2+,22.49,0.04,EC+B+,100,,,,,,,
11,11,Na,3+,82104810,69425.23714,EC+B+,100,,,,,,,
11,12,Na,3/2+,,,,,,,,,,,
11,13,Na,4+,53841.6,10.8,B-,100,,,,,,,
11,14,Na,5/2+,59.1,0.6,B-,100,,,,,,,
11,15,Na,3+,1.07128,0.00025,B-,100,,,,,,,
11,16,Na,5/2+,0.301,0.006,B-,100,,B-N,0.13,0.04,,,
11,17,Na,1+,0.0305,0.0004,B-,100,,B-N,0.58,0.12,,,
11,18,Na,3/2+,0.0441,0.0009,B-,100,,B-N,21.5,3,,,
11,19,Na,2+,0.048,0.002,B-,100,,B-N,30,4,B-2N,1.15,0.25
11,20,Na,3/2+,0.017,0.0004,B-,100,,B-N,39,5,B-2N,0.7,0.1
11,21,Na,(3- 4-),0.0132,0.0004,B-,100,,B-N,24,7,B-2N,8.3,2.1
11,22,Na,(3/2+),0.008,0.0004,B-,100,,B-N,47,6,B-2N,13,3
11,23,Na,,0.0055,0.001,B-,100,,B-2N,50,,B-N,15,
11,24,Na,(3/2+),0.0018,0.0005,B-,100,,B-N,0,,B-2N,,
11,25,Na,,0.00000018,,N,,,,,,,,
11,26,Na,,0.00000006,,B-,,,B-N,,,,,
12,6,Mg,0+,3.80E-21,3.17E-21,2P,100,,,,,,,
12,7,Mg,1/2-,4.00E-12,0,2P,100,,,,,,,
12,8,Mg,0+,0.0904,0.0007,B+,100,,B+P,30.3,1.2,,,
12,9,Mg,5/2+,0.122,0.003,EC+B+,100,,B+P,32.6,1,B+A,0.5,
12,10,Mg,0+,3.8755,0.0012,EC+B+,100,,,,,,,
12,11,Mg,3/2+,11.3046,0.0045,EC+B+,100,,,,,,,
12,12,Mg,0+,,,,,,,,,,,
12,13,Mg,5/2+,,,,,,,,,,,
12,14,Mg,0+,,,,,,,,,,,
12,15,Mg,1/2+,567.48,0.72,B-,100,,,,,,,
12,16,Mg,0+,75294,32.4,B-,100,,,,,,,
12,17,Mg,3/2+,1.3,0.12,B-,100,,,,,,,
12,18,Mg,0+,0.335,0.017,B-,100,,,,,,,
12,19,Mg,1/2+,0.27,0.002,B-,100,,B-N,6.2,1.9,,,
12,20,Mg,0+,0.086,0.005,B-,100,,B-N,5.5,0.5,,,
12,21,Mg,3/2-,0.0905,0.0016,B-,100,,B-N,14,2,,,
12,22,Mg,0+,0.02,0.01,B-,100,,B-N,,,,,
12,23,Mg,(3/2- 5/2-),0.0113,0.0006,B-,100,,B-N,52,46,B-3N,,
12,24,Mg,0+,0.0076,0.00065,B-,100,,B-N,,,,,
12,25,Mg,,0.008,0.004,N,,,B-N,,,B-,,
12,26,Mg,0+,,,B-,100,,B-2N,,,B-N,,
12,27,Mg,,0.00000018,,N,,,,,,,,
12,28,Mg,0+,,,B-,100,,B-N,,,B-3N,,
13,8,Al,(5/2+),0.000000035,,P,,,,,,,,
13,9,Al,(4)+,0.0911,0.0005,EC+B+,100,,B+P,55,3,B+2P,1.1,0.1
13,10,Al,5/2+,0.446,0.006,EC+B+,100,,ECP,1.04,0.03,,,
13,11,Al,4+,2.053,0.004,EC+B+,100,,ECA,0.035,0.006,ECP,0.0016,0.0003
13,12,Al,5/2+,7.183,0.012,EC+B+,100,,,,,,,
13,13,Al,5+,2.26E+13,7.57E+11,EC+B+,100,,,,,,,
13,14,Al,5/2+,,,,,,,,,,,
13,15,Al,3+,134.7,0.12,B-,100,,,,,,,
13,16,Al,5/2+,393.6,3.6,B-,100,,,,,,,
13,17,Al,3+,3.62,0.06,B-,100,,,,,,,
13,18,Al,5/2(+),0.644,0.025,B-,100,,B-N,1.6,,,,
13,19,Al,1+,0.033,0.0002,B-,100,,B-N,0.7,0.5,,,
13,20,Al,(5/2)+,0.0417,0.0002,B-,100,,B-N,8.5,0.7,,,
13,21,Al,(4-),0.0563,0.0005,B-,100,,B-N,26,4,,,
13,22,Al,(5/2+),0.0383,0.0004,B-,100,,B-N,38,2,B-2N,0,
13,23,Al,,0.09,0.04,B-,100,,B-N,31,,,,
13,24,Al,,0.0107,0.0013,B-,100,,B-N,,,,,
13,25,Al,(0-),0.009,0.0007,B-2N,,,B-N,,,B-,,
13,26,Al,(5/2+),0.0076,0.0016,B-,100,,B-2N,,,B-N,,
13,27,Al,,0.00000026,,B-,100,,B-N,,,B-2N,,
13,28,Al,,,,B-,100,,B-N,,,,,
13,29,Al,,0.00000017,,B-,,,B-N,,,B-2N,,
13,30,Al,,0.00000017,,B-,,,B-N,,,B-2N,,
14,8,Si,0+,0.029,0.002,EC+B+,100,,B+P,32,4,,,
14,9,Si,(5/2)+,0.0423,0.0004,EC+B+,100,,ECP,88,,EC2P,3.6,0.4
14,10,Si,0+,0.1413,0.0015,EC+B+,100,,ECP,32.4,1.3,,,
14,11,Si,5/2+,0.22,0.003,EC+B+,100,,B+P,35,2,,,
14,12,Si,0+,2.2453,0.0007,EC+B+,100,,,,,,,
14,13,Si,5/2+,4.15,0.04,EC+B+,100,,,,,,,
14,14,Si,0+,,,,,,,,,,,
14,15,Si,1/2+,,,,,,,,,,,
14,16,Si,0+,,,,,,,,,,,
14,17,Si,3/2+,9434.4,12,B-,100,,,,,,,
14,18,Si,0+,4954437378,220898481.8,B-,100,,,,,,,
14,19,Si,3/2+,6.11,0.21,B-,100,,,,,,,
14,20,Si,0+,2.77,0.2,B-,100,,,,,,,
14,21,Si,(7/2)-,0.78,0.12,B-,100,,B-N,5,,,,
14,22,Si,0+,0.45,0.06,B-,100,,B-N,10,,,,
14,23,Si,(5/2-),0.09,0.06,B-,100,,B-N,17,13,B-2N,,
14,24,Si,0+,0.063,0.008,B-,100,,B-N,25,10,,,
14,25,Si,(5/2-),0.0475,0.002,B-,100,,B-2N,,,B-N,,
14,26,Si,0+,0.033,0.001,B-,100,,B-N,,,B-2N,,
14,27,Si,,0.02,0.0025,B-,100,,B-N,0,,,,
14,28,Si,0+,0.0125,0.0035,B-,100,,B-N,,,B-2N,,
14,29,Si,,0.00000006,,B-,,,B-N,,,B-2N,,
14,30,Si,0+,,,B-,100,,B-N,,,B-3N,,
15,10,P,(1/2+),0.00000003,,P,100,,,,,,,
15,11,P,(3)+,0.0437,0.0006,EC+B+,100,,ECP,36.8,2,EC2P,2.16,0.24
15,12,P,1/2+,0.26,0.08,EC+B+,100,,B+P,0.07,,,,
15,13,P,3+,0.2703,0.0005,EC+B+,100,,ECP,0.0013,0.0004,ECA,0.00086,0.00025
15,14,P,1/2+,4.142,0.015,EC+B+,100,,,,,,,
15,15,P,1+,149.88,0.24,EC+B+,100,,,,,,,
15,16,P,1/2+,,,,,,,,,,,
15,17,P,1+,1232755.2,432,B-,100,,,,,,,
15,18,P,1/2+,2190240,9504,B-,100,,,,,,,
15,19,P,1+,12.43,0.1,B-,100,,,,,,,
15,20,P,1/2+,47.3,0.8,B-,100,,,,,,,
15,21,P,4-,5.6,0.3,B-,100,,,,,,,
15,22,P,(1/2+),2.31,0.13,B-,100,,,,,,,
15,23,P,(2-),0.64,0.14,B-,100,,B-N,12,5,,,
15,24,P,(1/2+),0.28,0.04,B-,100,,B-N,26,8,,,
15,25,P,(2- 3-),0.15,0.008,B-,100,,B-N,15.8,2.1,B-2N,,
15,26,P,,0.101,0.005,B-,100,,B-N,30,10,,,
15,27,P,,0.0485,0.0015,B-,100,,B-N,50,20,B-2N,,
15,28,P,1/2+,0.0365,0.0015,B-,100,,B-N,100,,B-2N,,
15,29,P,,0.0182,0.001,B-,100,,B-N,75,8,B-2N,,
15,30,P,,0.0000002,,B-,,,B-N,,,,,
15,31,P,,,,B-,100,,,,,,,
16,10,S,0+,0.000000079,,P,,,,,,,,
16,11,S,(5/2+),0.0155,0.0015,EC+B+,100,,B+P,2.3,0.9,B+2P,1.1,0.5
16,12,S,0+,0.125,0.01,EC+B+,100,,ECP,20.7,2,,,
16,13,S,(5/2+),0.188,0.004,EC+B+,100,,ECP,47,5,,,
16,14,S,0+,1.178,0.005,EC+B+,100,,,,,,,
16,15,S,1/2+,2.5534,0.0018,EC+B+,100,,,,,,,
16,16,S,0+,,,,,,,,,,,
16,17,S,3/2+,,,,,,,,,,,
16,18,S,0+,,,,,,,,,,,
16,19,S,3/2+,7548768,3456,B-,100,,,,,,,
16,20,S,0+,,,,,,,,,,,
16,21,S,7/2-,303,1.2,B-,100,,,,,,,
16,22,S,0+,10218,42,B-,100,,,,,,,
16,23,S,(7/2)-,11.5,0.5,B-,100,,,,,,,
16,24,S,0+,8.8,2.2,B-,100,,,,,,,
16,25,S,,1.99,0.05,B-,100,,B-N,,,,,
16,26,S,0+,1.016,0.015,B-,100,,B-N,4,,,,
16,27,S,(3/2-),0.265,0.015,B-,100,,B-N,40,10,,,
16,28,S,0+,0.117,0.006,B-,100,,B-N,29,6,,,
16,29,S,,0.068,0.002,B-,100,,B-N,54,,,,
16,30,S,0+,0.05,0.008,B-,100,,,,,,,
16,32,S,,,,B-,,,,,,,,
17,12,Cl,(1/2+),0.00000002,,P,100,,,,,,,
17,13,Cl,(3+),0.00000003,,P,,,,,,,,
17,14,Cl,3/2+,0.19,0.001,EC+B+,100,,ECP,2.4,0.2,,,
17,15,Cl,1+,0.298,0.001,EC+B+,100,,ECA,0.054,0.008,ECP,0.026,0.005
17,16,Cl,3/2+,2.511,0.004,EC+B+,100,,,,,,,
17,17,Cl,0+,1.5266,0.0004,EC+B+,100,,,,,,,
17,18,Cl,3/2+,,,,,,,,,,,
17,19,Cl,2+,9.51E+12,47335388962,B-,98.1,0.1,EC+B+,1.9,0.1,,,
17,20,Cl,3/2+,,,,,,,,,,,
17,21,Cl,2-,2233.8,0.84,B-,100,,,,,,,
17,22,Cl,3/2+,3372,36,B-,100,,,,,,,
17,23,Cl,2-,81,1.8,B-,100,,,,,,,
17,24,Cl,(1/2+),38.4,0.8,B-,100,,,,,,,
17,25,Cl,(2-),6.8,0.3,B-,100,,,,,,,
17,26,Cl,(1/2+),3.13,0.09,B-,100,,,,,,,
17,27,Cl,(2-),0.54,0.11,B-,100,,B-N,8,,,,
17,28,Cl,(1/2+),0.413,0.025,B-,100,,B-N,24,4,,,
17,29,Cl,(2-),0.232,0.002,B-,100,,B-N,60,9,,,
17,30,Cl,,0.101,0.006,B-,100,,B-N,3,,,,
17,31,Cl,,,,B-,,,,,,,,
17,32,Cl,,0.00000017,,B-,,,,,,,,
17,33,Cl,,,,B-,100,,B-2N,,,B-3N,,
17,34,Cl,,,,B-,100,,,,,,,
17,35,Cl,,,,B-,100,,B-6N,,,B-5N,,
18,12,Ar,0+,1.00E-11,,2P,100,,,,,,,
18,13,Ar,5/2+,0.015,0.0003,EC+B+,100,,B+P,68.3,0.3,B+2P,8.9,0.2
18,14,Ar,0+,0.098,0.002,EC+B+,100,,ECP,35.58,0.22,,,
18,15,Ar,1/2+,0.173,0.002,EC+B+,100,,ECP,38.7,1,,,
18,16,Ar,0+,0.8438,0.0004,EC+B+,100,,,,,,,
18,17,Ar,3/2+,1.7756,0.001,EC+B+,100,,,,,,,
18,18,Ar,0+,,,,,,,,,,,
18,19,Ar,3/2+,3024950.4,1641.6,EC,100,,,,,,,
18,20,Ar,0+,,,,,,,,,,,
18,21,Ar,7/2-,8457256161,252455407.8,B-,100,,,,,,,
18,22,Ar,0+,,,,,,,,,,,
18,23,Ar,7/2-,6576.6,2.4,B-,100,,,,,,,
18,24,Ar,0+,1038222865,34712618.57,B-,100,,,,,,,
18,25,Ar,5/2(-),322.2,3.6,B-,100,,,,,,,
18,26,Ar,0+,712.2,3,B-,100,,,,,,,
18,27,Ar,5/2- 7/2-,21.48,0.15,B-,100,,,,,,,
18,28,Ar,0+,8.4,0.6,B-,100,,,,,,,
18,29,Ar,(3/2)-,1.23,0.03,B-,100,,B-N,0.2,,,,
18,30,Ar,0+,0.416,0.019,B-,100,,B-N,38,6,,,
18,31,Ar,,0.17,0.05,B-,100,,B-N,65,20,,,
18,32,Ar,0+,0.106,0.006,B-,100,,B-N,37,7,B-2N,,
18,33,Ar,,,,B-,100,,,,,,,
18,34,Ar,0+,,,B-,100,,B-3N,,,B-2N,,
18,35,Ar,,0.00000062,,B-,,,B-N,,,B-2N,,
19,12,K,,1.00E-11,,P,100,,,,,,,
19,14,K,,0.000000025,,P,,,,,,,,
19,15,K,,0.000000025,,P,,,,,,,,
19,16,K,(3/2)+,0.178,0.008,EC+B+,100,,ECP,0.37,0.15,,,
19,17,K,2+,0.341,0.003,EC+B+,100,,ECP,0.048,0.014,ECA,0.0034,0.0013
19,18,K,3/2+,1.225,0.007,EC+B+,100,,,,,,,
19,19,K,3+,459.06,1.14,EC+B+,100,,,,,,,
19,20,K,3/2+,,,,,,,,,,,
19,21,K,4-,3.94E+16,9.47E+13,B-,89.28,0.11,EC+B+,10.72,0.11,,,
19,22,K,3/2+,,,,,,,,,,,
19,23,K,2-,44478,25.2,B-,100,,,,,,,
19,24,K,3/2+,80280,360,B-,100,,,,,,,
19,25,K,2-,1327.8,11.4,B-,100,,,,,,,
19,26,K,3/2+,1068.6,36.6,B-,100,,,,,,,
19,27,K,(2-),105,10,B-,100,,,,,,,
19,28,K,1/2+,17.5,0.24,B-,100,,,,,,,
19,29,K,1(-),6.8,0.2,B-,100,,B-N,1.14,0.15,,,
19,30,K,(1/2+ 3/2+),1.26,0.05,B-,100,,B-N,86,9,,,
19,31,K,0(-),0.472,0.004,B-,100,,B-N,29,3,B-2N,,
19,32,K,3/2+,0.365,0.005,B-,100,,B-N,65,8,,,
19,33,K,(2-),0.11,0.006,B-,100,,B-N,74,9,B-2N,2.3,0.3
19,34,K,(3/2+),0.03,0.005,B-,100,,B-N,67,,B-2N,17,
19,35,K,2-,0.01,0.005,B-,100,,B-2N,,,B-N,,
19,36,K,(3/2+),,,B-,100,,B-4N,,,B-3N,,
19,37,K,,,,B-,100,,B-N,,,B-2N,,
20,14,Ca,0+,0.000000035,,P,,,2P,,,,,
20,15,Ca,(1/2+),0.0257,0.0002,EC+B+,100,,ECP,95.9,1.4,EC2P,4.1,0.6
20,16,Ca,0+,0.1012,0.002,EC+B+,100,,ECP,51.2,1,,,
20,17,Ca,(3/2+),0.1811,0.001,EC+B+,100,,ECP,82.1,0.7,,,
20,18,Ca,0+,0.44376,0.00035,EC+B+,100,,,,,,,
20,19,Ca,3/2+,0.8603,0.001,EC+B+,100,,,,,,,
20,20,Ca,0+,,,,,,,,,,,
20,21,Ca,7/2-,3.14E+12,47335388962,EC,100,,,,,,,
20,22,Ca,0+,,,,,,,,,,,
20,23,Ca,7/2-,,,,,,,,,,,
20,24,Ca,0+,,,,,,,,,,,
20,25,Ca,7/2-,14049504,7776,B-,100,,,,,,,
20,26,Ca,0+,,,,,,,,,,,
20,27,Ca,7/2-,391910.4,259.2,B-,100,,,,,,,
20,28,Ca,0+,9.15E+26,8.36E+26,2B-,78,,2B-,74,,B-,22,
20,29,Ca,3/2-,523.08,0.36,B-,100,,,,,,,
20,30,Ca,0+,13.45,0.05,B-,100,,,,,,,
20,31,Ca,3/2(-),10,0.8,B-,100,,B-N,,,,,
20,32,Ca,0+,4.6,0.3,B-,100,,B-N,,,,,
20,33,Ca,(1/2-),0.461,0.09,B-,100,,B-N,40,10,,,
20,34,Ca,0+,0.107,0.014,B-,100,,B-2N,,,B-N,,
20,35,Ca,(5/2-),0.022,0.002,B-,100,,B-2N,,,B-N,,
20,36,Ca,0+,0.011,0.002,B-,100,,B-N,,,B-2N,,
20,37,Ca,,0.00000062,,B-,,,B-N,,,B-2N,,
20,38,Ca,0+,0.00000062,,B-,,,B-N,,,,,
21,17,Sc,,,,P,,,,,,,,
21,18,Sc,(7/2-),0.0000003,,P,100,,,,,,,
21,19,Sc,4-,0.1823,0.0007,EC+B+,100,,ECP,0.44,0.07,ECA,0.017,0.005
21,20,Sc,7/2-,0.5963,0.0017,EC+B+,100,,,,,,,
21,21,Sc,0+,0.68079,0.00028,EC+B+,100,,,,,,,
21,22,Sc,7/2-,14007.6,43.2,EC+B+,100,,,,,,,
21,23,Sc,2+,14551.2,9,EC+B+,100,,,,,,,
21,24,Sc,7/2-,,,,,,,,,,,
21,25,Sc,4+,7239456,3456,B-,100,,,,,,,
21,26,Sc,7/2-,289370.88,51.84,B-,100,,,,,,,
21,27,Sc,6+,157356,324,B-,100,,,,,,,
21,28,Sc,7/2-,3430.8,7.8,B-,100,,,,,,,
21,29,Sc,5+,102.5,0.5,B-,100,,,,,,,
21,30,Sc,(7/2)-,12.4,0.1,B-,100,,B-N,,,,,
21,31,Sc,3(+),8.2,0.2,B-,100,,,,,,,
21,32,Sc,(7/2-),2.6,0.4,B-,100,,B-N,,,,,
21,33,Sc,(3)+,0.526,0.015,B-,100,,B-N,16,9,,,
21,34,Sc,(7/2-),0.096,0.002,B-,100,,B-N,17,7,,,
21,35,Sc,(1+),0.026,0.006,B-,100,,B-N,,,B-2N,,
21,36,Sc,,0.013,0.004,B-,100,,B-N,,,B-2N,,
21,37,Sc,,0.012,0.005,B-,100,,B-N,,,,,
21,38,Sc,,,,B-,100,,B-N,,,,,
21,40,Sc,,,,B-,100,,B-3N,,,B-4N,,
22,16,Ti,,0.00000012,,2P,,,,,,,,
22,17,Ti,(3/2+),0.0285,0.0009,EC+B+,100,,ECP,93.7,,EC2P,14,
22,18,Ti,0+,0.0524,0.0003,EC+B+,100,,ECP,100,,,,
22,19,Ti,3/2+,0.0819,0.0005,ECP,100,,EC+B+,100,,,,
22,20,Ti,0+,0.20865,0.0008,EC+B+,100,,,,,,,
22,21,Ti,7/2-,0.509,0.005,EC+B+,100,,ECP,,,,,
22,22,Ti,0+,1865014325,9467077.792,EC,100,,,,,,,
22,23,Ti,7/2-,11088,30,EC+B+,100,,,,,,,
22,24,Ti,0+,,,,,,,,,,,
22,25,Ti,5/2-,,,,,,,,,,,
22,26,Ti,0+,,,,,,,,,,,
22,27,Ti,7/2-,,,,,,,,,,,
22,28,Ti,0+,,,,,,,,,,,
22,29,Ti,3/2-,345.6,0.6,B-,100,,,,,,,
22,30,Ti,0+,102,6,B-,100,,,,,,,
22,31,Ti,(3/2)-,32.7,0.9,B-,100,,,,,,,
22,32,Ti,0+,2.1,1,B-,100,,,,,,,
22,33,Ti,(1/2)-,1.3,0.1,B-,100,,,,,,,
22,34,Ti,0+,0.2,0.005,B-,100,,B-N,,,,,
22,35,Ti,(5/2-),0.098,0.005,B-,100,,B-N,,,,,
22,36,Ti,0+,0.058,0.009,B-,100,,B-N,,,,,
